predator_scientific_name,predator_taxon_kingdom,prey_scientific_name,prey_taxon_kingdom,is_carnivorous_plant,valid_eats_prey,My Remarks,Need to check?,Type of Feeding
Bombus occidentalis,Animalia,Rudbeckia laciniata,Plantae,,,,,
Acanthis flammea,Animalia,Rumex,Plantae,,,,,
Bracharoa mixta,Animalia,Rumex usambarensis,Plantae,,,,,
Ariolimax dolichophallus,Animalia,Russula,Fungi,,,,,
Arion vulgaris,Animalia,Russula,Fungi,,,,,
Tamiasciurus douglasii,Animalia,Russula,Fungi,,,,,
Pararaneus cyrtoscapus,Animalia,Rutelinae,Animalia,,,,,
Ardea alba,Animalia,Rutilus rutilus,Animalia,,,,,
Chroicocephalus ridibundus,Animalia,Rutilus rutilus,Animalia,,,,,
Phalacrocorax carbo,Animalia,Rutilus rutilus,Animalia,,,,,
Larus marinus,Animalia,Rynchops niger,Animalia,,,,,
Chlorocebus pygerythrus pygerythrus,Animalia,Saccharum officinarum,Plantae,,,,,
Falco naumanni,Animalia,Saga pedo,Animalia,,,,,
Ityraea nigrocincta,Animalia,Salacia gerrardii,Plantae,,,,,
Sterna hirundo,Animalia,Salariinae,Animalia,,,,,
Apis mellifera,Animalia,Salix,Plantae,,,,,
Rubus rigidus,Plantae,Gymnosporia glaucophylla,Plantae,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Bombus kirbiellus,Animalia,Salix planifolia,Plantae,,,,,
Larus fuscus,Animalia,Salmo trutta,Animalia,,,,,
Notechis scutatus,Animalia,Salmo trutta,Animalia,,,,,
Apis mellifera,Animalia,Salvia mellifera,Plantae,,,,,
Junonia villida,Animalia,Salvia microphylla,Plantae,,,,,
Insignorthezia insignis,Animalia,Salvia rosmarinus,Plantae,,,,,
Macroglossum stellatarum,Animalia,Saponaria pumila,Plantae,,,,,
Phidippus audax,Animalia,Sarcophagidae,Animalia,,,,,
Buteo lineatus,Animalia,Saturniidae,Animalia,,,,,
Buteo lineatus,Animalia,Sauria,Animalia,,,,,
Rupornis magnirostris,Animalia,Sauria,Animalia,,,,,
Larus glaucescens,Animalia,Saxidomus gigantea,Animalia,,,,,
Agonoscelis versicoloratus,Animalia,Scabiosa,Plantae,,,,,
Araneus bicentenarius,Animalia,Scarabaeidae,Animalia,,,,,
Camponotus pennsylvanicus,Animalia,Scarabaeidae,Animalia,,,,,
Halcyon albiventris,Animalia,Scarabaeidae,Animalia,,,,,
Sialia sialis,Animalia,Scarabaeidae,Animalia,,,,,
Turdus libonyana,Animalia,Scarabaeidae,Animalia,,,,,
Coracias garrulus semenowi,Animalia,Scarabaeinae,Animalia,,,,,
Isoxya cicatricosa,Animalia,Scarabaeinae,Animalia,,,,,
Latrodectus geometricus,Animalia,Scarabaeinae,Animalia,,,,,
Rhynocoris violentus,Animalia,Scarabaeinae,Animalia,,,,,
Coracias garrulus semenowi,Animalia,Scarabaeini,Animalia,,,,,
Colonus hesperus,Animalia,Scathophaga,Animalia,,,,,
Scathophaga,Animalia,Scathophaga,Animalia,,,,,
Ardea alba,Animalia,Sceloporus occidentalis,Animalia,,,,,
Forficula dentata,Animalia,Sceloporus occidentalis,Animalia,,,,,
Linepithema humile,Animalia,Sceloporus occidentalis,Animalia,,,,,
Colonus sylvanus,Animalia,Schistocerca,Animalia,,,,,
Efferia aestuans,Animalia,Schizophora,Animalia,,,,,
Salticus scenicus,Animalia,Schizophora,Animalia,,,,,
Vespula squamosa,Animalia,Schizura ipomaeae,Animalia,,,,,
Cinnyris frenatus,Animalia,Schlumbergera truncata,Plantae,,,,,
Zosterops virens,Animalia,Schotia brachypetala,Plantae,,,,,
Marpissa muscosa,Animalia,Sciaridae,Animalia,,,,,
Bungarus multicinctus,Animalia,Scincidae,Animalia,,,,,
Turdus litsitsirupa,Animalia,Scincidae,Animalia,,,,,
Buteo jamaicensis,Animalia,Sciurus carolinensis,Animalia,,,,,
Cathartes aura,Animalia,Sciurus carolinensis,Animalia,,,,,
Lynx rufus,Animalia,Sciurus carolinensis,Animalia,,,,,
Necrophila americana,Animalia,Sciurus carolinensis,Animalia,,,,,
Quiscalus quiscula,Animalia,Sciurus carolinensis,Animalia,,,,,
Vulpes vulpes,Animalia,Sciurus carolinensis,Animalia,,,,,
Sciurus carolinensis,Animalia,Sciurus carolinensis,Animalia,,,,,
Vulpes vulpes,Animalia,Sciurus niger,Animalia,,,,,
Cephalophorus natalensis,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Cephalophorus natalensis natalensis,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Corgatha wojtusiaki,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Giraffa giraffa,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Giraffa giraffa giraffa,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Sevenia boisduvali,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Sevenia boisduvali boisduvali,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Tragelaphus strepsiceros,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Tragelaphus strepsiceros strepsiceros,Animalia,Sclerocroton integerrimus,Plantae,,,,,
Causus rhombeatus,Animalia,Sclerophrys capensis,Animalia,,,,,
Upupa epops,Animalia,Scolopendra cingulata,Animalia,,,,,
Coracias garrulus garrulus,Animalia,Scolopendra morsitans,Animalia,,,,,
Coracias garrulus semenowi,Animalia,Scolopendra morsitans,Animalia,,,,,
Copsychus saularis,Animalia,Scolopendridae,Animalia,,,,,
Coracias garrulus semenowi,Animalia,Scolopendridae,Animalia,,,,,
Corypha africana,Animalia,Scolopendromorpha,Animalia,,,,,
Halcyon albiventris,Animalia,Scolopendromorpha,Animalia,,,,,
Larus occidentalis,Animalia,Scorpaenichthys marmoratus,Animalia,,,,,
Sturnus vulgaris,Animalia,Scorpiones,Animalia,,,,,
Stagmomantis limbata,Animalia,Scotoleon,Animalia,,,,,
Pheidole megacephala,Animalia,Scotophilus,Animalia,,,,,
Micrathene whitneyi,Animalia,Scudderia mexicana,Animalia,,,,,
Atrichiana jenisi,Animalia,Scutia myrtina,Plantae,,,,,
Pycnonotus barbatus,Animalia,Scutia myrtina,Plantae,,,,,
Pycnonotus barbatus layardi,Animalia,Scutia myrtina,Plantae,,,,,
Pholcus phalangioides,Animalia,Scutigeridae,Animalia,,,,,
Loxodonta africana,Animalia,Searsia chirindensis,Plantae,,,,,
Guttera edouardi,Animalia,Searsia nebulosa,Plantae,,,,,
Guttera edouardi edouard,Animalia,Searsia nebulosa,Plantae,,,,,
Hypolycaena philippus,Animalia,Searsia nebulosa,Plantae,,,,,
Camponotus cinctellus,Animalia,Searsia pentheri,Plantae,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Sebastes,Animalia,,,,,
Larus occidentalis,Animalia,Sebastes paucispinis,Animalia,,,,,
Aphis nerii,Animalia,Secamone,Plantae,,,,,
Euchromia amoena,Animalia,Secamone filiformis,Plantae,,,,,
Latrodectus geometricus,Animalia,Selenopidae,Animalia,,,,,
Tragelaphus angasii,Animalia,Senecio,Plantae,,,,,
Eristalis stipator,Animalia,Senecio atratus,Plantae,,,,,
Eristalis tenax,Animalia,Senecio atratus,Plantae,,,,,
Apis mellifera,Animalia,Senecio deltoideus,Plantae,,,,,
Apis mellifera scutellata,Animalia,Senecio deltoideus,Plantae,,,,,
Asemosyrphus polygrammus,Animalia,Senecio fremontii,Plantae,,,,,
Chlosyne damoetas,Animalia,Senecio fremontii,Plantae,,,,,
Spodoptera picta,Animalia,Senecio madagascariensis,Plantae,,,,,
Telchinia serena,Animalia,Senecio polyanthemoides,Plantae,,,,,
Leptosia alcesta,Animalia,Senecio tamoides,Plantae,,,,,
Leptosia alcesta inalcesta,Animalia,Senecio tamoides,Plantae,,,,,
Utetheisa pulchella,Animalia,Senecio tamoides,Plantae,,,,,
Crinifer concolor,Animalia,Senna singueana,Plantae,,,,,
Crinifer concolor bechuanae,Animalia,Senna singueana,Plantae,,,,,
Coracias caudatus caudatus,Animalia,Sepidiini,Animalia,,,,,
Neoscona arabesca,Animalia,Sepsis punctum,Animalia,,,,,
Circaetus pectoralis,Animalia,Serpentes,Animalia,,,,,
Mesoplatys ochroptera,Animalia,Sesbania sesban,Plantae,,,,,
Kobus ellipsiprymnus ellipsiprymnus,Animalia,Setaria,Plantae,,,,,
Falco sparverius,Animalia,Setophaga americana,Animalia,,,,,
Falco sparverius,Animalia,Setophaga coronata coronata,Animalia,,,,,
Toxomerus mutuus,Animalia,Sicyos microphyllus,Plantae,,,,,
Telchinia serena,Animalia,Sida cordifolia cordifolia,Plantae,,,,,
Tragelaphus sylvaticus sylvaticus,Animalia,Sida cordifolia cordifolia,Plantae,,,,,
Bombus vandykei,Animalia,Sidalcea oregana,Plantae,,,,,
Eriophyes inermae,Animalia,Sideroxylon inerme,Plantae,,,,,
Palusophis bifossatus,Animalia,Sigmodontinae,Animalia,,,,,
Bombus pascuorum,Animalia,Silene flos-cuculi,Plantae,,,,,
Alligator mississippiensis,Animalia,Siluriformes,Animalia,,,,,
Ardea herodias,Animalia,Siluriformes,Animalia,,,,,
Icthyophaga vocifer,Animalia,Siluriformes,Animalia,,,,,
Chroicocephalus ridibundus,Animalia,Silurus glanis,Animalia,,,,,
Phalacrocorax carbo,Animalia,Silurus glanis,Animalia,,,,,
Podiceps cristatus,Animalia,Silurus glanis,Animalia,,,,,
Pterophanes cyanopterus,Animalia,Siphocampylus lucidus,Plantae,,,,,
Bombus terrestris,Animalia,Siphonostylis,Plantae,,,,,
Ardea herodias,Animalia,Siren lacertina,Animalia,,,,,
Ardea herodias,Animalia,Siren nettingi,Animalia,,,,,
Eudocimus albus,Animalia,Siren nettingi,Animalia,,,,,
Apis mellifera,Animalia,Skimmia japonica,Plantae,,,,,
Sialia sialis,Animalia,Smilax walteri,Plantae,,,,,
Solanophila infirma,Animalia,Solanum africanum,Plantae,,,,,
Cenaeus pectoralis,Animalia,Solanum americanum,Plantae,,,,,
Solanophila dregei,Animalia,Solanum americanum,Plantae,,,,,
Zonocerus elegans,Animalia,Solanum campylacanthum,Plantae,,,,,
Zonocerus elegans elegans,Animalia,Solanum campylacanthum,Plantae,,,,,
Gallirex porphyreolophus,Animalia,Solanum chrysotrichum,Plantae,,,,,
Abisares viridipennis,Animalia,Solanum mauritianum,Plantae,,,,,
Columba vitiensis,Animalia,Solanum mauritianum,Plantae,,,,,
Columba vitiensis hypoenochroa,Animalia,Solanum mauritianum,Plantae,,,,,
Leucinodes laisalis,Animalia,Solanum melongena,Plantae,,,,,
Belenois creona,Animalia,Solanum seaforthianum,Plantae,,,,,
Belenois creona severina,Animalia,Solanum seaforthianum,Plantae,,,,,
Cuspicona simplex,Animalia,Solanum sisymbriifolium,Plantae,,,,,
Psaltriparus minimus,Animalia,Solenopsis invicta,Animalia,,,,,
Anthene amarah,Animalia,Solenostemma oleifolium,Plantae,,,,,
Vanessa cardui,Animalia,Solenostemma oleifolium,Plantae,,,,,
Paranthidium jugatorium,Animalia,Solidago,Plantae,,,,,
Bombus bifarius,Animalia,Solidago velutina,Plantae,,,,,
Apis mellifera,Animalia,Solidago virgaurea,Plantae,,,,,
Hemidactylus mabouia,Animalia,Solpugidae,Animalia,,,,,
Allograpta obliqua,Animalia,Sonchus,Plantae,,,,,
Toxomerus marginatus,Animalia,Sonchus,Plantae,,,,,
Bombus appositus,Animalia,Sonchus arvensis,Plantae,,,,,
Bombus huntii,Animalia,Sonchus arvensis,Plantae,,,,,
Bombus occidentalis,Animalia,Sonchus arvensis,Plantae,,,,,
Bombus vancouverensis nearcticus,Animalia,Sonchus arvensis,Plantae,,,,,
Megachile rotundata,Animalia,Sonchus arvensis,Plantae,,,,,
Tamiasciurus hudsonicus,Animalia,Sorbus aucuparia,Plantae,,,,,
Halcyon albiventris albiventris,Animalia,Soricidae,Animalia,,,,,
Vespula germanica,Animalia,Sparidae,Animalia,,,,,
Xylena exsoleta,Animalia,Spartium junceum,Plantae,,,,,
Astur cooperii,Animalia,Spatula cyanoptera,Animalia,,,,,
Alligator mississippiensis,Animalia,Spatula discors,Animalia,,,,,
Steatoda triangulosa,Animalia,Sphaeropthalma pensylvanica,Animalia,,,,,
Apis cerana,Animalia,Sphagneticola trilobata,Plantae,,,,,
Euchrysops malathana,Animalia,Sphenostylis angustifolia,Plantae,,,,,
Anolis carolinensis,Animalia,Sphingidae,Animalia,,,,,
Turdus smithi,Animalia,Sphingidae,Animalia,,,,,
Geococcyx californianus,Animalia,Sphinx chersis,Animalia,,,,,
Micronisus gabar,Animalia,Spilopelia senegalensis,Animalia,,,,,
Micronisus gabar gabar,Animalia,Spilopelia senegalensis,Animalia,,,,,
Pseudolynchia canariensis,Animalia,Spilopelia senegalensis,Animalia,,,,,
Protonotaria citrea,Animalia,Spilosoma,Animalia,,,,,
Steatoda triangulosa,Animalia,Spilostethus pandurus,Animalia,,,,,
Rhopalosiphum nymphaeae,Animalia,Spirodela polyrhiza,Plantae,,,,,
Tanaostigmodes tambotis,Animalia,Spirostachys africana,Plantae,,,,,
Larus smithsonianus,Animalia,Spisula solidissima,Animalia,,,,,
Platycryptus undatus,Animalia,Spodoptera,Animalia,,,,,
Larus marinus,Animalia,Squalus acanthias,Animalia,,,,,
Macroglossum trochilus,Animalia,Stachytarpheta,Plantae,,,,,
Cephonodes hylas,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Gegenes letterstedti,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Leucostrophus alterhirundo,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Mylothris rueppellii,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Pelopidas thrax,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Torbenlarsenia gemella,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Xylocopa erythrina,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Xylocopa flavorufa,Animalia,Stachytarpheta jamaicensis,Plantae,,,,,
Bombus terrestris,Animalia,Stachyurus praecox,Plantae,,,,,
Leucauge levanderi,Animalia,Stagira,Animalia,,,,,
Zerenopsis lepida,Animalia,Stangeria eriopus,Plantae,,,,,
Paramecops stapeliae,Animalia,Stapelia gigantea,Plantae,,,,,
Repipta taurus,Animalia,Staphylinidae,Animalia,,,,,
Allograpta obliqua,Animalia,Stellaria,Plantae,,,,,
Cornu aspersum,Animalia,Stellaria media,Plantae,,,,,
Leptogenys chalybaea,Animalia,Stenoniodes,Animalia,,,,,
Misumena vatia,Animalia,Stenotus binotatus,Animalia,,,,,
Oriolus chinensis,Animalia,Sterculia parviflora,Plantae,,,,,
Prophysaon andersonii,Animalia,Stereum ochraceoflavum,Fungi,,,,,
Agelenopsis,Animalia,Stictocephala bisonia,Animalia,,,,,
Balaenoptera edeni,Animalia,Stolephorus,Animalia,,,,,
Phidippus audax,Animalia,Stomoxys calcitrans,Animalia,,,,,
Buteo jamaicensis,Animalia,Storeria dekayi,Animalia,,,,,
Agkistrodon contortrix,Animalia,Storeria occipitomaculata,Animalia,,,,,
Trigona fulviventris,Animalia,Strelitzia,Plantae,,,,,
Cerataphis brasiliensis,Animalia,Strelitzia nicolai,Plantae,,,,,
Cyanomitra olivacea,Animalia,Strelitzia nicolai,Plantae,,,,,
Acanthacris ruficornis,Animalia,Strelitzia reginae,Plantae,,,,,
Amerila bubo,Animalia,Strelitzia reginae,Plantae,,,,,
Apis mellifera,Animalia,Strelitzia reginae,Plantae,,,,,
Euproctis aethiopica,Animalia,Strelitzia reginae,Plantae,,,,,
Astur cooperii,Animalia,Streptopelia decaocto,Animalia,,,,,
Larus michahellis,Animalia,Streptopelia decaocto,Animalia,,,,,
Laphria flavicollis,Animalia,Strigoderma pygmaea,Animalia,,,,,
Pantherophis spiloides,Animalia,Strix varia,Animalia,,,,,
Pisaster ochraceus,Animalia,Strongylocentrotus purpuratus,Animalia,,,,,
Corvus corax,Animalia,Sturnus vulgaris,Animalia,,,,,
Falco columbarius,Animalia,Sturnus vulgaris,Animalia,,,,,
Coragyps atratus,Animalia,Sus scrofa,Animalia,,,,,
Crocuta crocuta,Animalia,Sylvicapra grimmia,Animalia,,,,,
Sylvicapra grimmia,Animalia,Sylvicapra grimmia,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Sylvilagus,Animalia,,,,,
Geranoaetus melanoleucus,Animalia,Sylvilagus andinus,Animalia,,,,,
Sylvilagus bachmani,Animalia,Sylvilagus bachmani,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Sylvilagus floridanus,Animalia,,,,,
Pantherophis alleghaniensis,Animalia,Sylvilagus floridanus,Animalia,,,,,
Corvus corax,Animalia,Sylvilagus nuttallii,Animalia,,,,,
Xanthocephalus xanthocephalus,Animalia,Sympetrum corruptum,Animalia,,,,,
Mantis religiosa,Animalia,Sympetrum fonscolombii,Animalia,,,,,
Eristalis tenax,Animalia,Symphyotrichum,Plantae,,,,,
Lycomorpha pholus,Animalia,Symphyotrichum falcatum,Plantae,,,,,
Diabrotica undecimpunctata,Animalia,Symphyotrichum lanceolatum,Plantae,,,,,
Bombus vosnesenskii,Animalia,Symphyotrichum spathulatum,Plantae,,,,,
Hyperechia consimilis,Animalia,Synagris,Animalia,,,,,
Gyps africanus,Animalia,Syncerus caffer caffer,Animalia,,,,,
Gyps rueppelli,Animalia,Syncerus caffer caffer,Animalia,,,,,
Panthera leo,Animalia,Syncerus caffer caffer,Animalia,,,,,
Panthera leo melanochaita,Animalia,Syncerus caffer caffer,Animalia,,,,,
Synema globosum,Animalia,Synema globosum,Animalia,,,,,
Leucauge argyra,Animalia,Syngamia florella,Animalia,,,,,
Podiceps nigricollis,Animalia,Syngnathus californiensis,Animalia,,,,,
Sterna hirundo,Animalia,Syngnathus fuscus,Animalia,,,,,
Misumena vatia,Animalia,Synhalonia,Animalia,,,,,
Misumena vatia,Animalia,Syrphidae,Animalia,,,,,
Ctenarytaina melanota,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Euproctis straminicolor,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Giraffa giraffa,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Giraffa giraffa giraffa,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Leucocelis aeneicollis,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Parapoderus submarginatus,Animalia,Syzygium cordatum cordatum,Plantae,,,,,
Merops pusillus meridionalis,Animalia,Tabanidae,Animalia,,,,,
Hemidactylus mabouia,Animalia,Tabanus ustus,Animalia,,,,,
Pignus simoni,Animalia,Tachinidae,Animalia,,,,,
Neoscona crucifera,Animalia,Tachycines asynamorus,Animalia,,,,,
Tachycines asynamorus,Animalia,Tachycines asynamorus,Animalia,,,,,
Phalacrocorax carbo,Animalia,Tachysurus,Animalia,,,,,
Coenosia tigrina,Animalia,Tachytrechus angustipennis,Animalia,,,,,
Lasius fuliginosus,Animalia,Talpa europaea,Animalia,,,,,
Vulpes vulpes,Animalia,Talpa europaea,Animalia,,,,,
Vulpes vulpes crucigera,Animalia,Talpa europaea,Animalia,,,,,
Astur cooperii,Animalia,Tamias striatus,Animalia,,,,,
Vulpes vulpes,Animalia,Tamias striatus,Animalia,,,,,
Pica hudsonia,Animalia,Tamiasciurus hudsonicus,Animalia,,,,,
Spinus tristis,Animalia,Tamiasciurus hudsonicus,Animalia,,,,,
Strix varia,Animalia,Tamiasciurus hudsonicus,Animalia,,,,,
Platycryptus undatus,Animalia,Tampa dimediatella,Animalia,,,,,
Podarcis siculus,Animalia,Tandonia sowerbyi,Animalia,,,,,
Aglais io,Animalia,Taraxacum,Plantae,,,,,
Dioprosopa clavata,Animalia,Taraxacum,Plantae,,,,,
Sciurus carolinensis,Animalia,Taraxacum,Plantae,,,,,
Apis mellifera,Animalia,Taraxacum officinale,Plantae,,,,,
Junco hyemalis,Animalia,Taraxacum officinale,Plantae,,,,,
Osmia lignaria,Animalia,Taraxacum officinale,Plantae,,,,,
Pieris rapae,Animalia,Taraxacum officinale,Plantae,,,,,
Tetramorium immigrans,Animalia,Taraxacum officinale,Plantae,,,,,
Toxomerus marginatus,Animalia,Taraxacum officinale,Plantae,,,,,
Arge whiteheadi,Animalia,Tarchonanthus,Plantae,,,,,
Vespula germanica,Animalia,Tarentola mauritanica,Animalia,,,,,
Larus argentatus,Animalia,Taurulus bubalis,Animalia,,,,,
Mada polluta,Animalia,Tecoma stans,Plantae,,,,,
Cyanomitra olivacea,Animalia,Tecomaria capensis,Plantae,,,,,
Hedydipna collaris,Animalia,Tecomaria capensis,Plantae,,,,,
Hedydipna collaris collaris,Animalia,Tecomaria capensis,Plantae,,,,,
Hypolycaena philippus,Animalia,Tecomaria capensis,Plantae,,,,,
Nectarinia kilimensis,Animalia,Tecomaria capensis,Plantae,,,,,
Pholcus phalangioides,Animalia,Tegenaria domestica,Animalia,,,,,
Solidago velutina,Plantae,Bombus bifarius,Animalia,FALSE,FALSE,Pollination,,Pollination
Chamaeleo namaquensis,Animalia,Tenebrionidae,Animalia,,,,,
Latrodectus geometricus,Animalia,Tenebrionidae,Animalia,,,,,
Cecidothyris pexa,Animalia,Terminalia sericea,Plantae,,,,,
Buteo buteo vulpinus,Animalia,Termitoidae,Animalia,,,,,
Cisticola chiniana,Animalia,Termitoidae,Animalia,,,,,
Ocymyrmex velox,Animalia,Termitoidae,Animalia,,,,,
Orycteropus afer,Animalia,Termitoidae,Animalia,,,,,
Pycnonotus barbatus layardi,Animalia,Termitoidae,Animalia,,,,,
Parakontikia ventrolineata,Animalia,Testacella maugei,Animalia,,,,,
Halcyon albiventris,Animalia,Tetradactylus seps,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Tetradactylus seps,Animalia,,,,,
Tetradactylus seps,Animalia,Tetradactylus seps,Animalia,,,,,
Corthylio calendula,Animalia,Tetragnatha,Animalia,,,,,
Polioptila caerulea,Animalia,Tetragnatha,Animalia,,,,,
Zodarion rubidum,Animalia,Tetramorium immigrans,Animalia,,,,,
Bombomyia discoidea,Animalia,Tetraselago natalensis,Plantae,,,,,
Catacroptera cloanthe,Animalia,Tetraselago natalensis,Plantae,,,,,
Danaus chrysippus,Animalia,Tetraselago natalensis,Plantae,,,,,
Danaus chrysippus orientis,Animalia,Tetraselago natalensis,Plantae,,,,,
Eurema brigitta,Animalia,Tetraselago natalensis,Plantae,,,,,
Eurema brigitta brigitta,Animalia,Tetraselago natalensis,Plantae,,,,,
Phalanta eurytis,Animalia,Tetraselago natalensis,Plantae,,,,,
Stephenia natalica,Animalia,Tetraselago natalensis,Plantae,,,,,
Vanessa cardui,Animalia,Tetraselago natalensis,Plantae,,,,,
Crematogaster scutellaris,Animalia,Tettigoniidae,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Tettigoniidae,Animalia,,,,,
Bombus griseocollis,Animalia,Teucrium canadense,Plantae,,,,,
Buteo lineatus,Animalia,Thamnophis elegans elegans,Animalia,,,,,
Limenitis lorquini,Animalia,Thamnophis elegans vagrans,Animalia,,,,,
Strix varia,Animalia,Thamnophis sirtalis concinnus,Animalia,,,,,
Pholcus phalangioides,Animalia,Thelyphassa lineata,Animalia,,,,,
Portia schultzi,Animalia,Theridion,Animalia,,,,,
Bombus nevadensis,Animalia,Thermopsis divaricarpa,Plantae,,,,,
Bombus centralis,Animalia,Thermopsis montana,Plantae,,,,,
Eicochrysops messapus,Animalia,Thesium asterias,Plantae,,,,,
Sceliphron caementarium,Animalia,Thomisidae,Animalia,,,,,
Lalage melaschistos,Animalia,Thomisus,Animalia,,,,,
Miomantis caffra,Animalia,Thomisus,Animalia,,,,,
Phylloscopus coronatus,Animalia,Thosea sinensis,Animalia,,,,,
Filodes costivitralis,Animalia,Thunbergia alata,Plantae,,,,,
Aethiopocassis vigintimaculata,Animalia,Thunbergia atriplicifolia,Plantae,,,,,
Hycleus lunatus,Animalia,Thunbergia atriplicifolia,Plantae,,,,,
Rhanidophora cinctigutta,Animalia,Thunbergia dregeana,Plantae,,,,,
Sassacus papenhoei,Animalia,Thysanoptera,Animalia,,,,,
Tachypompilus ferrugineus,Animalia,Tigrosa helluo,Animalia,,,,,
Camponotus etiolipes,Animalia,Tiliacora funifera,Plantae,,,,,
Apanteles carpatus,Animalia,Tineoidea,Animalia,,,,,
Merops apiaster,Animalia,Tipulidae,Animalia,,,,,
Rhagonycha fulva,Animalia,Tipulidae,Animalia,,,,,
Cardinalis cardinalis,Animalia,Tipulomorpha,Animalia,,,,,
Erythemis simplicicollis,Animalia,Tipulomorpha,Animalia,,,,,
Repipta taurus,Animalia,Tipulomorpha,Animalia,,,,,
Salticus scenicus,Animalia,Tipulomorpha,Animalia,,,,,
Sturnus vulgaris,Animalia,Tipulomorpha,Animalia,,,,,
Afromurzinia lutescens,Animalia,Tithonia rotundifolia,Plantae,,,,,
Bucorvus leadbeateri,Animalia,Tockus leucomelas,Animalia,,,,,
Ninox novaeseelandiae,Animalia,Todiramphus sanctus vagans,Animalia,,,,,
Ninox novaeseelandiae novaeseelandiae,Animalia,Todiramphus sanctus vagans,Animalia,,,,,
Phytomyza tiarellae,Animalia,Tolmiea menziesii,Plantae,,,,,
Efferia albibarbis,Animalia,Townsendia nigra,Animalia,,,,,
Sciurus carolinensis,Animalia,Toxicodendron diversilobum,Plantae,,,,,
Apis mellifera,Animalia,Toxicodendron pubescens,Plantae,,,,,
Corthylio calendula,Animalia,Toxicodendron radicans,Plantae,,,,,
Misumena vatia,Animalia,Toxomerus geminatus,Animalia,,,,,
Zelus longipes,Animalia,Toxomerus marginatus,Animalia,,,,,
Toxomerus marginatus,Animalia,Toxomerus marginatus,Animalia,,,,,
Agelaius phoeniceus,Animalia,Trachemys scripta,Animalia,,,,,
Vespa orientalis,Animalia,Trachinus draco,Animalia,,,,,
Amblyomma hebraeum,Animalia,Tragelaphus strepsiceros strepsiceros,Animalia,,,,,
Syzygium cordatum,Plantae,Parapoderus submarginatus,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Panthera pardus,Animalia,Tragelaphus sylvaticus sylvaticus,Animalia,,,,,
Crithagra mozambica,Animalia,Tragus berteronianus,Plantae,,,,,
Anax junius,Animalia,Tramea lacerata,Animalia,,,,,
Euparius marmoreus,Animalia,Trametes lactinea,Fungi,,,,,
Amblyospiza albifrons,Animalia,Trema orientale,Plantae,,,,,
Amblyospiza albifrons woltersi,Animalia,Trema orientale,Plantae,,,,,
Pogoniulus bilineatus,Animalia,Trema orientale,Plantae,,,,,
Pogoniulus bilineatus bilineatus,Animalia,Trema orientale,Plantae,,,,,
Zosterops virens,Animalia,Trema orientale,Plantae,,,,,
Zosterops virens virens,Animalia,Trema orientale,Plantae,,,,,
Tapinanthus forbesii,Plantae,Peltophorum africanum,Plantae,FALSE,TRUE,mistletoe parasitizing a tree. Tapinanthus forbesii as parasite (“predator”) on Peltophorum africanum as host,,Hemiparasitism
Ptenothrix beta,Animalia,Tremella mesenterica,Fungi,,,,,
Cathartes aura,Animalia,Triakis semifasciata,Animalia,,,,,
Nannopterum auritum,Animalia,Triakis semifasciata,Animalia,,,,,
Stoermeriana aculeata,Animalia,Trichilia dregeana,Plantae,,,,,
Stoermeriana aculeata,Animalia,Trichilia emetica,Plantae,,,,,
Clamator jacobinus,Animalia,Trichonephila antipodiana,Animalia,,,,,
Clamator jacobinus pica,Animalia,Trichonephila antipodiana,Animalia,,,,,
Sternula albifrons,Animalia,Trichopsis vittata,Animalia,,,,,
Sternula albifrons sinensis,Animalia,Trichopsis vittata,Animalia,,,,,
Quiscalus quiscula,Animalia,Trichoptera,Animalia,,,,,
Eurema brigitta,Animalia,Tridax procumbens,Plantae,,,,,
Eurema brigitta brigitta,Animalia,Tridax procumbens,Plantae,,,,,
