scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_species,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form
Latrodectus geometricus,Brown Widow,Arachnida,Animalia,Latrodectus geometricus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Latrodectus,,,,,
Latrodectus mactans,Southern Black Widow,Arachnida,Animalia,Latrodectus mactans,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Latrodectus,,,,,
Leiolepis belliana,Common Butterfly Lizard,Reptilia,Animalia,Leiolepis belliana,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Agamidae,Leiolepidinae,,,,Leiolepis,,,,,
Leonotis ocymifolia,Rock Lionspaw,Plantae,Plantae,Leonotis ocymifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Leucadeae,,Leonotis,,,,,
Lepidium virginicum,Virginia pepperweed,Plantae,Plantae,Lepidium virginicum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,,Lepidium,,,,,
Lepidotrigona terminata,Gold-margined Stingless Bee,Insecta,Animalia,Lepidotrigona terminata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Lepidotrigona,,,,,
Lepisosteus osseus,Longnose Gar,Actinopterygii,Animalia,Lepisosteus osseus,Chordata,Vertebrata,,Actinopterygii,,,Lepisosteiformes,,,Lepisosteidae,,,,,Lepisosteus,,,,,
Lepisosteus platyrhincus,Florida Gar,Actinopterygii,Animalia,Lepisosteus platyrhincus,Chordata,Vertebrata,,Actinopterygii,,,Lepisosteiformes,,,Lepisosteidae,,,,,Lepisosteus,,,,,
Lepomis,Common Sunfishes,Actinopterygii,Animalia,,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,,,
Lepomis cyanellus,Green Sunfish,Actinopterygii,Animalia,Lepomis cyanellus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,,,
Lepomis gibbosus,Pumpkinseed,Actinopterygii,Animalia,Lepomis gibbosus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,,,
Lepomis macrochirus,Bluegill,Actinopterygii,Animalia,Lepomis macrochirus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,,,
Lepomis macrochirus macrochirus,Northern Bluegill,Actinopterygii,Animalia,Lepomis macrochirus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,Lepomis macrochirus macrochirus,,
Lepomis microlophus,Redear Sunfish,Actinopterygii,Animalia,Lepomis microlophus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Lepominae,,,,Lepomis,,,,,
Leptocottus armatus,Pacific Staghorn Sculpin,Actinopterygii,Animalia,Leptocottus armatus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Cottidae,,,,,Leptocottus,,,,,
Leptogenys falcigera,,Insecta,Animalia,Leptogenys falcigera,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Ponerinae,,Ponerini,,Leptogenys,,,,,
Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,Animalia,Leptoglossus occidentalis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Anisoscelini,,Leptoglossus,,,,,
Leptoglossus oppositus,,Insecta,Animalia,Leptoglossus oppositus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Anisoscelini,,Leptoglossus,,,,,
Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,Animalia,Leptoglossus phyllopus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Anisoscelini,,Leptoglossus,,,,,
Leptopelis natalensis,Natal Forest Tree Frog,Amphibia,Animalia,Leptopelis natalensis,Chordata,Vertebrata,,Amphibia,,,Anura,,,Arthroleptidae,Leptopelinae,,,,Leptopelis,,,,,
Leptoptilos crumenifer,Marabou Stork,Aves,Animalia,Leptoptilos crumenifer,Chordata,Vertebrata,,Aves,,,Ciconiiformes,,,Ciconiidae,,,,,Leptoptilos,,,,,
Leptosia alcesta,East African Spirit,Insecta,Animalia,Leptosia alcesta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Leptosiaini,,Leptosia,,,Leptosia alcesta inalcesta,,
Leptosia alcesta inalcesta,East African Spirit,Insecta,Animalia,Leptosia alcesta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Leptosiaini,,Leptosia,,,Leptosia alcesta inalcesta,,
Leptotes pirithous,Common Zebra Blue Complex,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Leptotina,Leptotes,,,,,
Lepus timidus,Mountain Hare,Mammalia,Animalia,Lepus timidus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Lepus,,,,,
Leucanthemum vulgare,oxeye daisy,Plantae,Plantae,Leucanthemum vulgare,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Leucantheminae,Leucanthemum,,,,,
Leucauge argyra,,Arachnida,Animalia,Leucauge argyra,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,Leucauginae,,,,Leucauge,,,,,
Leucocelis aeneicollis,Coppercollar Small Fruit Chafer,Insecta,Animalia,Leucocelis aeneicollis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Leucocelina,Leucocelis,,,,,
Leucocelis amethystina,Amethyst Small Fruit Chafer,Insecta,Animalia,Leucocelis amethystina,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Leucocelina,Leucocelis,,,,,
Leucophaeus atricilla,Laughing Gull,Aves,Animalia,Leucophaeus atricilla,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Leucophaeus,,,,,
Leucostrophus alterhirundo,White Barred Hawk,Insecta,Animalia,Leucostrophus alterhirundo,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Macroglossina,Leucostrophus,,,,,
Libellula luctuosa,Widow Skimmer,Insecta,Animalia,Libellula luctuosa,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Libellula,,,,,
Libellula needhami,Needham's Skimmer,Insecta,Animalia,Libellula needhami,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Libellula,,,,,
Libyaspis wahlbergi,,Insecta,Animalia,Libyaspis wahlbergi,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Plataspidae,Plataspinae,,,,Libyaspis,,,,,
Libythea laius,Lobed Beak,Insecta,Animalia,Libythea laius,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Libytheinae,,,,Libythea,,,,,
Ligia occidentalis,Western Sea Slater,Animalia,Animalia,Ligia occidentalis,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,,Ligia,,,,,
Limacus flavus,Yellow Cellar Slug,Mollusca,Animalia,Limacus flavus,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Limacoidea,Limacidae,Limacinae,,,,Limacus,,,,,
Limenitis lorquini,Lorquin's Admiral,Insecta,Animalia,Limenitis lorquini,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,,Limenitidini,,Limenitis,,,,,
Limulus polyphemus,Atlantic Horseshoe Crab,Animalia,Animalia,Limulus polyphemus,Arthropoda,Chelicerata,,Merostomata,,,Xiphosurida,,,Limulidae,Limulinae,,,,Limulus,,,,,
Linepithema humile,Argentine Ant,Insecta,Animalia,Linepithema humile,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Dolichoderinae,,Leptomyrmecini,,Linepithema,,,,,
Liparis greeni,Lobefin Snailfish,Actinopterygii,Animalia,Liparis greeni,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Liparidae,,,,,Liparis,,,,,
Lippia javanica,Fever Tea,Plantae,Plantae,Lippia javanica,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Verbenaceae,,,Lantaneae,,Lippia,,,,,
Liquidambar styraciflua,American sweetgum,Plantae,Plantae,Liquidambar styraciflua,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Altingiaceae,,,,,Liquidambar,,,,,
Liriomyza,Liriomyza leaf-mining flies,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,,,,
Liris aurulentus,Golden Cricket Wasp,Insecta,Animalia,Liris aurulentus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Larrina,Liris,,,,,
Lissotriton vulgaris,Smooth Newt,Amphibia,Animalia,Lissotriton vulgaris,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,Pleurodelinae,,,,Lissotriton,,,,,
Lithobates catesbeianus,American Bullfrog,Amphibia,Animalia,Lithobates catesbeianus,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates clamitans,Green Frog,Amphibia,Animalia,Lithobates clamitans,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates grylio,Pig Frog,Amphibia,Animalia,Lithobates grylio,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates palustris,Pickerel Frog,Amphibia,Animalia,Lithobates palustris,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates pipiens,Northern Leopard Frog,Amphibia,Animalia,Lithobates pipiens,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,Animalia,Lithobates sphenocephalus,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lithobates sylvaticus,Wood Frog,Amphibia,Animalia,Lithobates sylvaticus,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,,,,
Lixus juncii,,Insecta,Animalia,Lixus juncii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Lixinae,,Lixini,,Lixus,,,,,
Locris arithmetica,Spotted Red Spittle Bug,Insecta,Animalia,Locris arithmetica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Cercopidae,Cercopinae,,Locridini,,Locris,,,,,
Lon melane,Umber Skipper,Insecta,Animalia,Lon melane,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Lon,,,,,
Lon taxiles,Taxiles Skipper,Insecta,Animalia,Lon taxiles,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Lon,,,,,
Lonicera maackii,Amur honeysuckle,Plantae,Plantae,Lonicera maackii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,,,,,
Lontra canadensis,North American River Otter,Mammalia,Animalia,Lontra canadensis,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Lutrinae,,,,Lontra,,,,,
Lopesia parinarii,Mobola Leaf Gall Midge,Insecta,Animalia,Lopesia parinarii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Cecidomyiidi,Lopesiini,,Lopesia,,,,,
Lophodytes cucullatus,Hooded Merganser,Aves,Animalia,Lophodytes cucullatus,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Lophodytes,,,,,
Lophopanopeus bellus,Blackclaw Crestleg Crab,Animalia,Animalia,Lophopanopeus bellus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,,,,,Lophopanopeus,,,,,
Loxodonta africana,African Savanna Elephant,Mammalia,Animalia,Loxodonta africana,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Loxodonta,,,,,
Ludia delegorguei,Delegorgue's Prince,Insecta,Animalia,Ludia delegorguei,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,Saturniinae,,Micragonini,,Ludia,,,,,
Lumpenus sagitta,Snake Prickleback,Actinopterygii,Animalia,Lumpenus sagitta,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Zoarcoidei,,Lumpenidae,,,,,Lumpenus,,,,,
Lupinus ocalensis,Ocala Lupine,Plantae,Plantae,Lupinus ocalensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,,,,
Lybius torquatus,Black-collared Barbet,Aves,Animalia,Lybius torquatus,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Lybius,,,Lybius torquatus torquatus,,
Lybius torquatus torquatus,Streaky Blackcollar Barbet,Aves,Animalia,Lybius torquatus,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Lybius,,,Lybius torquatus torquatus,,
Lycaon pictus pictus,Cape Wild Dog,Mammalia,Animalia,Lycaon pictus,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Lycaon,,,Lycaon pictus pictus,,
Lycodon rufozonatus,Red-banded Snake,Reptilia,Animalia,Lycodon rufozonatus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,,,Lycodon,,,,,
Lycophidion capense,Cape Wolf Snake,Reptilia,Animalia,Lycophidion capense,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Lamprophiidae,,,,,Lycophidion,,,,,
Lycorma delicatula,Spotted Lanternfly,Insecta,Animalia,Lycorma delicatula,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Fulgoridae,Aphaeninae,,Aphaenini,,Lycorma,,,,,
Lygodactylus capensis,Common Dwarf Gecko,Reptilia,Animalia,Lygodactylus capensis,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Gekkonidae,,,,,Lygodactylus,,,,,
Lynx rufus,Bobcat,Mammalia,Animalia,Lynx rufus,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Felinae,,,,Lynx,,,,,
Lythrum salicaria,purple loosestrife,Plantae,Plantae,Lythrum salicaria,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,,,,Lythrum,,,,,
Macaca sinica,Toque Macaque,Mammalia,Animalia,Macaca sinica,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,,,,
Macaria pustularia,Lesser Maple Spanworm Moth,Insecta,Animalia,Macaria pustularia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Macariini,,Macaria,,,,,
Macrelaps microlepidotus,Natal Black Snake,Reptilia,Animalia,Macrelaps microlepidotus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Atractaspididae,Aparallactinae,,,,Macrelaps,,,,,
Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,Insecta,Animalia,Macroglossum stellatarum,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Macroglossina,Macroglossum,,,,,
Macrosiphini,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Macrosiphini,,,,,,,
Macrosporium asimini,,Fungi,Fungi,Macrosporium asimini,Ascomycota,Pezizomycotina,,Dothideomycetes,Pleosporomycetidae,,Pleosporales,,,Pleosporaceae,,,,,Alternaria,,,,,
Madia elegans,Common Madia,Plantae,Plantae,Madia elegans,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madieae,,Madia,,,,,
Maevia inclemens,Dimorphic Jumping Spider,Arachnida,Animalia,Maevia inclemens,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Dendryphantini,Marpissina,Maevia,,,,,
Magicicada cassinii,Cassin's 17-year Cicada,Insecta,Animalia,Magicicada cassinii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Cicadettinae,,Lamotialnini,,Magicicada,,,,,
Malacosoma disstria,Forest Tent Caterpillar Moth,Insecta,Animalia,Malacosoma disstria,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Malacosominae,,,,Malacosoma,,,,,
Maladera formosae,Asiatic Garden Beetle,Insecta,Animalia,Maladera formosae,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Sericinae,,Sericini,,Maladera,,,,,
Malpolon monspessulanus,Western Montpellier Snake,Reptilia,Animalia,Malpolon monspessulanus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Psammophiidae,,,,,Malpolon,,,,,
Malus domestica,apple,Plantae,Plantae,Malus domestica,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Malus,,,,,
Malvastrum coromandelianum,three-lobe false mallow,Plantae,Plantae,Malvastrum coromandelianum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Malvastrum,,,,,
Manduca sexta,Carolina Sphinx,Insecta,Animalia,Manduca sexta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Sphinginae,,Sphingini,Sphingina,Manduca,,,,,
Mantis religiosa,European Mantis,Insecta,Animalia,Mantis religiosa,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Mantinae,,,,Mantis,,,,,
Marcusenius caudisquamatus,Scalytail Bulldog,Actinopterygii,Animalia,Marcusenius caudisquamatus,Chordata,Vertebrata,,Actinopterygii,,Osteoglossomorpha,Osteoglossiformes,,,Mormyridae,,,,,Marcusenius,,,,,
Marmara arbutiella,Madrone Skin Miner,Insecta,Animalia,Marmara arbutiella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Marmarinae,,,,Marmara,,,,,
Marmota monax,Groundhog,Mammalia,Animalia,Marmota monax,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Marmotini,,Marmota,,,,,
Marpissa muscosa,Fencepost jumping spider,Arachnida,Animalia,Marpissa muscosa,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Dendryphantini,Marpissina,Marpissa,,,,,
Marshallia caespitosa,Barbara's-buttons,Plantae,Plantae,Marshallia caespitosa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Helenieae,Marshalliinae,Marshallia,,,,,
Mausoleopsis amabilis,White-spotted Fruit Chafer,Insecta,Animalia,Mausoleopsis amabilis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Leucocelina,Mausoleopsis,,,,,
Mecaphesa,,Arachnida,Animalia,,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Misumenini,,Mecaphesa,,,,,
Meconema meridionale,Southern Oak Bush-cricket,Insecta,Animalia,Meconema meridionale,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Meconematinae,,Meconematini,Meconematina,Meconema,,,,,
Megaceryle alcyon,Belted Kingfisher,Aves,Animalia,Megaceryle alcyon,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Cerylinae,,,,Megaceryle,,,,,
Megaceryle torquata,Ringed Kingfisher,Aves,Animalia,Megaceryle torquata,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Cerylinae,,,,Megaceryle,,,,,
Megalorchestia californiana,California Beach Flea,Animalia,Animalia,Megalorchestia californiana,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitroidea,Talitridae,Talitrinae,,,,Megalorchestia,,,,,
Megascapheus bottae,Botta's Pocket Gopher,Mammalia,Animalia,Megascapheus bottae,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Castorimorpha,,Geomyidae,Geomyinae,,Thomomyini,,Megascapheus,,,,,
Megathyrsus maximus,Guinea Grass,Plantae,Plantae,Megathyrsus maximus,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,,Paniceae,Melinidinae,Megathyrsus,,,,,
Meimuna mongolica,Autumn Cicada,Insecta,Animalia,Meimuna mongolica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Cicadinae,,Dundubiini,Aolina,Meimuna,,,,,
Melaenornis pammelaina,Southern Black-Flycatcher,Aves,Animalia,Melaenornis pammelaina,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Muscicapidae,,,,,Melaenornis,,,,,
Melanerpes lewis,Lewis's Woodpecker,Aves,Animalia,Melanerpes lewis,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,Picinae,,Melanerpini,,Melanerpes,,,,,
Melaniparus niger,Dark Southern Black Tit,Aves,Animalia,Melaniparus niger,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Melaniparus,,,Melaniparus niger niger,,
Melaniparus niger niger,Dark Southern Black Tit,Aves,Animalia,Melaniparus niger,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Melaniparus,,,Melaniparus niger niger,,
Melanitta fusca,Velvet Scoter,Aves,Animalia,Melanitta fusca,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Melanitta,,,,,
Melanoplus keeleri,Keeler's Spur-throat Grasshopper,Insecta,Animalia,Melanoplus keeleri,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melanoplinae,,Melanoplini,,Melanoplus,,,,,
Melanostoma,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Melanostomini,,Melanostoma,,,,,
Melastoma malabathricum,Malabar Melastome,Plantae,Plantae,Melastoma malabathricum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Melastomataceae,Melastomatoideae,,Melastomeae,,Melastoma,,,,,
Meleagris gallopavo,Wild Turkey,Aves,Animalia,Meleagris gallopavo,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,,,Meleagris,,,,,
Meles meles,European Badger,Mammalia,Animalia,Meles meles,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Melinae,,,,Meles,,,,,
Melilotus albus,White Sweetclover,Plantae,Plantae,Melilotus albus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Melilotus,,,,,
Melilotus officinalis,Yellow Sweetclover,Plantae,Plantae,Melilotus officinalis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Melilotus,,,,,
Melinis repens,Natal Grass,Plantae,Plantae,Melinis repens,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,,Paniceae,Melinidinae,Melinis,,,,,
Meliscaeva auricollis,Spotted Thintail,Insecta,Animalia,Meliscaeva auricollis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Meliscaeva,,,,,
Melospiza georgiana,Swamp Sparrow,Aves,Animalia,Melospiza georgiana,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,Melospiza,,,,,
Melospiza melodia,Song Sparrow,Aves,Animalia,Melospiza melodia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,Melospiza,,,,,
Membracis mimica,,Insecta,Animalia,Membracis mimica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,Membracinae,,Membracini,,Membracis,,,,,
Menemerus bivittatus,Gray Wall Jumping Spider,Arachnida,Animalia,Menemerus bivittatus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Chrysillini,,Menemerus,,,,,
Menemerus semilimbatus,Half-edged Wall Jumping Spider,Arachnida,Animalia,Menemerus semilimbatus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Chrysillini,,Menemerus,,,,,
